3621750726264460,4733321147883146,64.28
8359307473554860,1964073997741524,2.99
1434217158893990,8397271102648727,113.65
6947888335239225,3646657132452561,0.47
4899735635458363,6947888335239225,2.90
8527135447068293,1916902926886137,1529.29
1434217158893990,8744860037124392,33279.82
1916902926886137,1520098912225902,1397.43
8019643806247029,3646657132452561,0.61
8744860037124392,9348100903882207,228843.13
6820735339233454,7224391257417623,247.24
6573322601660137,7224391257417623,21069.48
8744860037124392,1434217158893990,166570.06
8956233995652670,1964073997741524,412.75
3060722105942877,2588475276711930,7583.93
9348100903882207,2084626820024292,20477.29
6574168697172873,8744860037124392,649.95
8668277150435753,9883820600564299,799.17
8359307473554860,8527135447068293,865.87
4044653129325865,8668277150435753,641.89
3646657132452561,1520098912225902,26046.11
4044653129325865,4899735635458363,26320.04
8668277150435753,1035429433631560,652.00
2588475276711930,3060722105942877,0.48
3287817103043320,9645669467002266,43.59
1434217158893990,9883820600564299,434281.82
8744860037124392,8956233995652670,95495.41
8973206823277527,5315553930041483,29.42
2679814655221101,3060722105942877,801.74
8527135447068293,4295342364508902,3.94
8019643806247029,6925212933106111,133513.30
5889703694611575,4295342364508902,2.30
5889703694611575,4899735635458363,180.47
6947888335239225,4899735635458363,545.33
2876973590532631,8956233995652670,303.45
4733321147883146,6574168697172873,305.03
9856016475613040,1916902926886137,4.26
2588475276711930,6820735339233454,6.36
4733321147883146,3646657132452561,51155.77
8744860037124392,3621750726264460,172971.22
6559948331323761,5092485655080082,4530.25
3060722105942877,5033655321467395,7137.34
4899735635458363,5889703694611575,517.58
7224391257417623,9645669467002266,20887.90
3803801158030343,8359307473554860,2311.15
7227499410093881,8527135447068293,69.91
7224391257417623,2824811856239313,180060.35
7224391257417623,6573322601660137,23594.99
5422758663022120,6559948331323761,832.53
9179972361834960,2876973590532631,4972.83
8527135447068293,4295342364508902,1222.56
9645669467002266,9348100903882207,0.53
8811583482989002,8668277150435753,80300.43
1035429433631560,7227499410093881,2152.83
4770243045499634,6573322601660137,2.79
2679814655221101,4044653129325865,239.57
1035429433631560,9179972361834960,1752.56
2876973590532631,5033655321467395,710.84
5033655321467395,8397271102648727,293.34
6559948331323761,4044653129325865,67619.77
2084626820024292,5889703694611575,2378.53
3803801158030343,4770243045499634,152.93
2679814655221101,3287817103043320,508.62
1035429433631560,1887720151617123,4690.52
9883820600564299,2876973590532631,61176.75
6574168697172873,1916902926886137,2.41
3803801158030343,8668277150435753,818.97
6559948331323761,2824811856239313,54776.76
2876973590532631,5092485655080082,3.39
8527135447068293,5315553930041483,984.22
3803801158030343,9645669467002266,1138.50
9786152250635901,8668277150435753,4.85
9883820600564299,5889703694611575,14248.08
9883820600564299,7227499410093881,167.51
2679814655221101,4733321147883146,1220.89
5092485655080082,4733321147883146,782.01
9645669467002266,9856016475613040,1635.86
4899735635458363,6925212933106111,4.10
9883820600564299,5092485655080082,3.84
6925212933106111,6947888335239225,8171.73
5422758663022120,2679814655221101,384.99
8397271102648727,2084626820024292,54692.93
9179972361834960,1964073997741524,1375.40
1434217158893990,8811583482989002,601.52
9856016475613040,2588475276711930,4411.60
8397271102648727,6925212933106111,87830.83
8397271102648727,2679814655221101,30721.40
1887720151617123,2824811856239313,786.39
6820735339233454,4733321147883146,158.72
4899735635458363,1434217158893990,680.41
4770243045499634,4770243045499634,735.39
4899735635458363,4899735635458363,19067.49
9645669467002266,9645669467002266,1303.82
5033655321467395,5033655321467395,502.49
7224391257417623,7224391257417623,46459.97
1520098912225902,8397271102648727,30390.38
5033655321467395,4899735635458363,9772.04
7224391257417623,4044653129325865,720115.11
9999999999999901,2290803526763113,50.00
3621750726264460,9999999999999902,50.00
