2290803526763113,4899735635458363,611.33
2290803526763113,8397271102648727,249.90
6820735339233454,8397271102648727,403.36
6820735339233454,7224391257417623,93.92
6574168697172873,1964073997741524,106444.51
1520098912225902,1887720151617123,297.87
5092485655080082,8811583482989002,13.90
6559948331323761,2824811856239313,5299.65
1434217158893990,1520098912225902,318.11
1887720151617123,2679814655221101,856.35
2290803526763113,2588475276711930,341.21
1916902926886137,9786152250635901,7.02
9856016475613040,6574168697172873,1459.37
3646657132452561,4899735635458363,27919.45
8973206823277527,9179972361834960,19.81
8397271102648727,8019643806247029,2.89
5033655321467395,7224391257417623,191.64
5315553930041483,8359307473554860,92.42
5422758663022120,1434217158893990,2084.64
3646657132452561,8359307473554860,66603.23
5033655321467395,8956233995652670,58.11
9348100903882207,8668277150435753,2.10
4044653129325865,8527135447068293,927.70
7224391257417623,2824811856239313,4.09
4295342364508902,6820735339233454,124.46
2290803526763113,8397271102648727,480.65
5033655321467395,6925212933106111,252.49
8527135447068293,5889703694611575,559.01
2824811856239313,3287817103043320,134791.08
2588475276711930,9348100903882207,206.84
5422758663022120,6820735339233454,3157.31
5092485655080082,8744860037124392,0.75
5422758663022120,2290803526763113,800.97
8668277150435753,8019643806247029,98.36
6574168697172873,5422758663022120,40771.80
2824811856239313,1887720151617123,104380.32
3060722105942877,6925212933106111,5073.21
8744860037124392,6925212933106111,61347.80
9786152250635901,4733321147883146,300.34
6559948331323761,2084626820024292,13294.90
8811583482989002,9786152250635901,32983.29
8956233995652670,5315553930041483,792.06
6574168697172873,3646657132452561,0.56
1520098912225902,8397271102648727,157.24
8811583482989002,8973206823277527,35301.54
1887720151617123,4295342364508902,230.94
9883820600564299,8359307473554860,40.26
4899735635458363,5092485655080082,206126.88
8359307473554860,3287817103043320,268.35
8811583482989002,2679814655221101,2.11
2290803526763113,2084626820024292,0.91
8019643806247029,6573322601660137,44151.42
6574168697172873,6573322601660137,591.27
8668277150435753,9856016475613040,685.11
2588475276711930,6925212933106111,188.63
9645669467002266,2876973590532631,44.96
2679814655221101,1887720151617123,1265.15
8359307473554860,9883820600564299,180.05
8359307473554860,2290803526763113,15457.12
1520098912225902,8811583482989002,85.89
8668277150435753,2876973590532631,2.43
8359307473554860,3646657132452561,635.80
4295342364508902,8744860037124392,3.40
5315553930041483,2588475276711930,0.37
6574168697172873,9786152250635901,1.32
3646657132452561,9883820600564299,964.42
1035429433631560,2588475276711930,4851.94
1964073997741524,6574168697172873,1250.47
9348100903882207,1887720151617123,0.12
1916902926886137,1035429433631560,4.00
6559948331323761,9856016475613040,21461.59
2824811856239313,6573322601660137,889.84
6559948331323761,3803801158030343,28734.01
9856016475613040,2290803526763113,2533.14
3621750726264460,5889703694611575,261.18
9786152250635901,6947888335239225,7913.86
3803801158030343,5422758663022120,6115.32
3621750726264460,5422758663022120,651.72
2876973590532631,1520098912225902,363.80
7227499410093881,8527135447068293,2886.29
5422758663022120,3646657132452561,10905.67
4295342364508902,8956233995652670,410.45
2290803526763113,3621750726264460,0.17
3287817103043320,1887720151617123,3.63
3287817103043320,8744860037124392,27234.04
8744860037124392,2679814655221101,135959.88
3060722105942877,3803801158030343,4.25
3287817103043320,2084626820024292,1969.91
9786152250635901,8527135447068293,6606.65
1964073997741524,5092485655080082,15464.68
8359307473554860,8956233995652670,623.77
9179972361834960,6820735339233454,4952.37
1964073997741524,8973206823277527,1.16
3287817103043320,5033655321467395,914.98
4770243045499634,8397271102648727,209.65
5889703694611575,1035429433631560,458.22
3646657132452561,9883820600564299,75582.85
