2824811856239313,738276.21
2679814655221101,7292.95
1520098912225902,2649.51
1434217158893990,1922050.51
8359307473554860,13393.19
6574168697172873,577978.47
7224391257417623,923299.11
8527135447068293,6610.23
6925212933106111,240.25
4733321147883146,214189.95
7227499410093881,30604.34
6820735339233454,3193.60
3803801158030343,13707.19
5422758663022120,18422.65
1916902926886137,26462.11
2084626820024292,1114.77
9179972361834960,38491.28
3287817103043320,1377.52
8019643806247029,1072132.57
9348100903882207,801.32
3621750726264460,5329.09
8668277150435753,3566.64
2876973590532631,4029.67
6573322601660137,1167064.09
5315553930041483,479564.99
5889703694611575,16685.87
3646657132452561,870149.79
6947888335239225,825476.95
2290803526763113,3987.74
3060722105942877,46120.86
9645669467002266,4870.18
4295342364508902,2296.90
8397271102648727,603167.32
4770243045499634,3711.12
1964073997741524,371.49
4899735635458363,1303024.62
8744860037124392,1269627.06
2588475276711930,35532.35
1887720151617123,8255.88
6559948331323761,293316.82
9786152250635901,15392.09
5092485655080082,265.22
9856016475613040,19828.94
8956233995652670,4918.69
1035429433631560,38168.86
8973206823277527,306.62
9883820600564299,262.89
8811583482989002,422605.26
4044653129325865,182431.05
5033655321467395,2197.94
